Protein_ID,b0002,b0003,b0004,b0007,b0008,b0009,b0019,b0025,b0026,b0029,b0030,b0031,b0032,b0033,b0036,b0037,b0038,b0040,b0047,b0048,b0049,b0052,b0061,b0062,b0063,b0066,b0067,b0068,b0070,b0071,b0072,b0073,b0074,b0077,b0078,b0084,b0085,b0086,b0087,b0088,b0090,b0091,b0092,b0096,b0099,b0103,b0104,b0109,b0110,b0112,b0114,b0115,b0116,b0118,b0120,b0121,b0123,b0124,b0125,b0126,b0131,b0133,b0134,b0142,b0149,b0150,b0151,b0152,b0153,b0154,b0155,b0158,b0159,b0160,b0166,b0171,b0173,b0174,b0175,b0179,b0180,b0181,b0182,b0185,b0186,b0194,b0197,b0198,b0199,b0200,b0207,b0212,b0221,b0222,b0237,b0238,b0241,b0242,b0243,b0260,b0261,b0273,b0306,b0307,b0308,b0311,b0312,b0314,b0323,b0331,b0333,b0334,b0336,b0337,b0339,b0340,b0341,b0343,b0344,b0347,b0348,b0349,b0350,b0351,b0352,b0353,b0355,b0356,b0365,b0366,b0367,b0368,b0369,b0381,b0383,b0386,b0388,b0394,b0401,b0403,b0404,b0411,b0414,b0415,b0417,b0418,b0420,b0421,b0423,b0425,b0428,b0429,b0430,b0431,b0432,b0433,b0444,b0446,b0451,b0452,b0459,b0462,b0463,b0469,b0474,b0475,b0477,b0480,b0484,b0485,b0494,b0505,b0507,b0508,b0509,b0511,b0512,b0514,b0516,b0517,b0521,b0522,b0523,b0524,b0526,b0529,b0572,b0573,b0574,b0575,b0576,b0578,b0583,b0584,b0585,b0586,b0588,b0589,b0590,b0591,b0592,b0593,b0594,b0595,b0596,b0604,b0612,b0613,b0614,b0615,b0616,b0617,b0621,b0622,b0628,b0630,b0632,b0635,b0638,b0639,b0642,b0650,b0651,b0652,b0653,b0654,b0655,b0657,b0662,b0674,b0677,b0678,b0679,b0680,b0684,b0688,b0692,b0693,b0696,b0697,b0698,b0709,b0720,b0721,b0722,b0723,b0724,b0726,b0727,b0728,b0729,b0731,b0732,b0733,b0734,b0736,b0750,b0751,b0752,b0754,b0755,b0756,b0757,b0758,b0759,b0763,b0764,b0765,b0766,b0767,b0774,b0775,b0776,b0777,b0778,b0781,b0783,b0784,b0785,b0789,b0805,b0809,b0810,b0811,b0813,b0822,b0825,b0826,b0827,b0828,b0829,b0830,b0831,b0832,b0837,b0839,b0841,b0842,b0849,b0854,b0855,b0856,b0857,b0860,b0861,b0862,b0863,b0864,b0870,b0871,b0875,b0886,b0887,b0888,b0893,b0894,b0895,b0896,b0902,b0903,b0904,b0907,b0908,b0910,b0914,b0915,b0918,b0928,b0929,b0930,b0931,b0932,b0933,b0934,b0935,b0936,b0937,b0945,b0954,b0957,b0963,b0968,b0972,b0973,b0974,b0978,b0979,b0980,b0996,b0997,b1002,b1006,b1007,b1008,b1009,b1010,b1011,b1012,b1014,b1015,b1033,b1054,b1059,b1062,b1064,b1069,b1090,b1091,b1092,b1093,b1094,b1095,b1096,b1098,b1101,b1102,b1106,b1107,b1109,b1119,b1123,b1124,b1125,b1126,b1131,b1134,b1136,b1185,b1186,b1189,b1190,b1192,b1193,b1197,b1198,b1199,b1200,b1206,b1207,b1208,b1210,b1215,b1216,b1223,b1224,b1225,b1226,b1227,b1232,b1236,b1238,b1241,b1243,b1244,b1245,b1246,b1247,b1249,b1250,b1252,b1260,b1261,b1262,b1263,b1264,b1270,b1276,b1277,b1278,b1281,b1288,b1291,b1296,b1297,b1298,b1300,b1301,b1302,b1308,b1319,b1325,b1326,b1329,b1363,b1377,b1378,b1380,b1385,b1386,b1387,b1388,b1389,b1390,b1391,b1392,b1393,b1394,b1395,b1397,b1398,b1415,b1440,b1441,b1442,b1443,b1444,b1453,b1463,b1465,b1466,b1467,b1468,b1469,b1473,b1474,b1475,b1476,b1478,b1479,b1483,b1484,b1485,b1486,b1487,b1488,b1489,b1492,b1493,b1519,b1521,b1524,b1525,b1528,b1533,b1539,b1584,b1587,b1588,b1589,b1590,b1592,b1599,b1600,b1602,b1603,b1605,b1606,b1611,b1612,b1613,b1621,b1622,b1623,b1634,b1636,b1637,b1638,b1640,b1646,b1651,b1654,b1656,b1661,b1662,b1676,b1677,b1679,b1680,b1681,b1682,b1683,b1684,b1692,b1693,b1701,b1702,b1704,b1709,b1710,b1711,b1713,b1714,b1719,b1723,b1732,b1734,b1740,b1744,b1745,b1746,b1747,b1748,b1759,b1761,b1764,b1767,b1768,b1773,b1778,b1779,b1781,b1800,b1801,b1805,b1812,b1814,b1817,b1818,b1819,b1849,b1850,b1851,b1852,b1854,b1855,b1857,b1858,b1859,b1865,b1866,b1872,b1873,b1876,b1896,b1897,b1900,b1901,b1907,b1912,b1919,b1927,b1981,b1982,b1991,b1992,b1993,b2010,b2019,b2020,b2021,b2022,b2023,b2024,b2025,b2026,b2027,b2028,b2029,b2032,b2033,b2034,b2035,b2036,b2037,b2038,b2039,b2040,b2041,b2045,b2048,b2049,b2051,b2052,b2053,b2065,b2066,b2091,b2092,b2093,b2094,b2095,b2096,b2097,b2103,b2104,b2114,b2128,b2129,b2130,b2131,b2132,b2133,b2134,b2143,b2146,b2147,b2148,b2149,b2150,b2153,b2154,b2155,b2156,b2162,b2167,b2168,b2169,b2170,b2174,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206,b2210,b2215,b2221,b2222,b2223,b2224,b2232,b2234,b2235,b2239,b2240,b2241,b2242,b2243,b2251,b2253,b2254,b2255,b2256,b2257,b2258,b2260,b2261,b2262,b2263,b2264,b2265,b2276,b2277,b2278,b2279,b2280,b2281,b2282,b2283,b2284,b2285,b2286,b2287,b2288,b2290,b2291,b2296,b2297,b2303,b2306,b2307,b2308,b2309,b2310,b2311,b2312,b2315,b2316,b2320,b2323,b2328,b2329,b2341,b2342,b2344,b2366,b2373,b2374,b2378,b2379,b2388,b2392,b2393,b2400,b2406,b2407,b2411,b2414,b2415,b2416,b2417,b2418,b2421,b2422,b2423,b2424,b2425,b2428,b2429,b2435,b2436,b2440,b2441,b2458,b2463,b2464,b2465,b2467,b2470,b2472,b2476,b2478,b2480,b2481,b2482,b2483,b2484,b2485,b2486,b2487,b2488,b2489,b2490,b2492,b2497,b2498,b2499,b2500,b2501,b2502,b2507,b2508,b2514,b2515,b2518,b2519,b2521,b2523,b2528,b2529,b2530,b2533,b2536,b2538,b2539,b2540,b2541,b2542,b2551,b2552,b2557,b2558,b2563,b2564,b2574,b2578,b2579,b2582,b2585,b2587,b2599,b2600,b2601,b2615,b2661,b2662,b2663,b2675,b2676,b2677,b2678,b2679,b2682,b2683,b2687,b2688,b2690,b2697,b2701,b2702,b2703,b2704,b2705,b2708,b2710,b2711,b2715,b2719,b2720,b2721,b2722,b2723,b2724,b2738,b2744,b2746,b2747,b2750,b2751,b2752,b2762,b2763,b2764,b2765,b2779,b2780,b2781,b2784,b2787,b2788,b2789,b2794,b2796,b2797,b2799,b2800,b2801,b2802,b2803,b2810,b2813,b2817,b2818,b2827,b2835,b2836,b2838,b2841,b2866,b2867,b2868,b2871,b2874,b2877,b2882,b2883,b2889,b2890,b2893,b2895,b2901,b2903,b2904,b2905,b2907,b2912,b2913,b2914,b2917,b2919,b2920,b2923,b2925,b2926,b2927,b2930,b2935,b2937,b2938,b2942,b2943,b2947,b2954,b2957,b2963,b2964,b2965,b2975,b2976,b2979,b2987,b2988,b2994,b2995,b2996,b2997,b3001,b3005,b3006,b3008,b3012,b3018,b3028,b3029,b3034,b3035,b3040,b3041,b3052,b3057,b3058,b3059,b3061,b3062,b3063,b3073,b3089,b3091,b3092,b3093,b3114,b3115,b3116,b3117,b3124,b3125,b3126,b3127,b3128,b3132,b3137,b3161,b3172,b3176,b3177,b3182,b3187,b3189,b3196,b3197,b3198,b3199,b3200,b3201,b3212,b3213,b3222,b3223,b3224,b3225,b3236,b3255,b3256,b3258,b3265,b3266,b3281,b3288,b3290,b3350,b3359,b3360,b3365,b3366,b3367,b3368,b3370,b3371,b3374,b3380,b3384,b3385,b3386,b3389,b3390,b3396,b3397,b3403,b3409,b3412,b3415,b3416,b3417,b3425,b3426,b3428,b3429,b3430,b3431,b3432,b3433,b3437,b3447,b3449,b3450,b3451,b3452,b3453,b3454,b3455,b3456,b3457,b3458,b3460,b3469,b3475,b3476,b3477,b3478,b3479,b3480,b3493,b3496,b3500,b3502,b3503,b3517,b3519,b3526,b3528,b3540,b3541,b3542,b3543,b3544,b3546,b3551,b3553,b3559,b3560,b3564,b3565,b3566,b3567,b3568,b3571,b3572,b3575,b3577,b3578,b3579,b3580,b3581,b3583,b3588,b3591,b3599,b3600,b3603,b3605,b3607,b3608,b3610,b3612,b3616,b3617,b3619,b3620,b3621,b3622,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b3633,b3634,b3639,b3640,b3642,b3648,b3650,b3653,b3654,b3665,b3666,b3670,b3671,b3679,b3691,b3693,b3708,b3709,b3714,b3722,b3725,b3726,b3727,b3728,b3729,b3730,b3731,b3732,b3733,b3734,b3735,b3736,b3737,b3738,b3739,b3744,b3747,b3748,b3749,b3750,b3751,b3752,b3770,b3771,b3772,b3774,b3779,b3781,b3784,b3785,b3786,b3787,b3788,b3789,b3790,b3791,b3792,b3793,b3794,b3803,b3804,b3805,b3806,b3807,b3809,b3816,b3821,b3823,b3824,b3825,b3826,b3829,b3831,b3833,b3835,b3843,b3844,b3845,b3846,b3849,b3850,b3856,b3857,b3860,b3867,b3870,b3875,b3882,b3892,b3893,b3894,b3902,b3903,b3904,b3907,b3908,b3909,b3915,b3916,b3917,b3918,b3919,b3924,b3925,b3926,b3927,b3930,b3939,b3940,b3941,b3942,b3945,b3946,b3951,b3952,b3956,b3957,b3958,b3959,b3960,b3962,b3966,b3967,b3972,b3974,b3990,b3991,b3992,b3993,b3994,b3996,b3997,b4005,b4006,b4013,b4014,b4015,b4019,b4024,b4025,b4031,b4032,b4033,b4034,b4035,b4036,b4039,b4040,b4041,b4042,b4053,b4054,b4055,b4067,b4069,b4070,b4071,b4072,b4073,b4077,b4079,b4084,b4085,b4086,b4087,b4088,b4090,b4094,b4111,b4115,b4117,b4119,b4120,b4122,b4123,b4129,b4130,b4131,b4132,b4136,b4138,b4139,b4151,b4152,b4153,b4154,b4160,b4161,b4169,b4177,b4192,b4193,b4194,b4195,b4196,b4197,b4198,b4208,b4209,b4213,b4214,b4219,b4226,b4227,b4230,b4231,b4232,b4233,b4237,b4238,b4239,b4240,b4242,b4244,b4245,b4254,b4258,b4260,b4261,b4262,b4265,b4266,b4267,b4268,b4287,b4288,b4289,b4290,b4291,b4301,b4311,b4321,b4322,b4323,b4356,b4358,b4367,b4374,b4381,b4382,b4383,b4384,b4386,b4388,b4390,b4392,b4394,b4395,b4407,b4460,b4467,b4468,b4471,b4474,b4476,b4477,b4478,b4481,b4485,b4513,b4544
thrA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thrB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thrC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
